,ID,City_Code,Region_Code,Accomodation_Type,Reco_Insurance_Type,Upper_Age,Lower_Age,Is_Spouse,Health Indicator,Holding_Policy_Duration,Holding_Policy_Type,Reco_Policy_Cat,Reco_Policy_Premium,Response
33131,33132,C1,38,Owned,Joint,71,68,Yes,X6,6.0,4.0,7,26544.0,0
33132,33133,C2,74,Owned,Individual,44,44,No,,14.0,3.0,21,15744.0,1
33135,33136,C11,547,Owned,Individual,64,64,No,X1,7.0,2.0,19,16830.0,0
33136,33137,C3,2165,Rented,Individual,54,54,No,X3,2.0,1.0,18,15048.0,0
33138,33139,C3,797,Rented,Individual,58,58,No,X1,2.0,1.0,16,19040.0,1
33139,33140,C4,1015,Owned,Individual,43,43,No,X2,4.0,3.0,21,13574.0,0
33142,33143,C9,2892,Rented,Individual,44,44,No,X1,4.0,1.0,2,14112.0,0
33143,33144,C1,1542,Rented,Individual,23,23,No,X4,1.0,3.0,17,5456.0,0
33144,33145,C23,185,Rented,Individual,38,38,No,X1,7.0,2.0,13,6684.0,0
33147,33148,C1,843,Owned,Joint,64,35,No,X3,,,19,34704.0,1
33148,33149,C5,385,Rented,Individual,69,69,No,X6,,,12,21726.0,1
33149,33150,C4,3300,Rented,Individual,27,27,No,X3,5.0,4.0,15,10494.0,0
33152,33153,C12,5308,Rented,Individual,68,68,No,X2,5.0,1.0,13,15028.0,0
33154,33155,C10,778,Owned,Individual,48,48,No,X3,14.0,3.0,18,12870.0,0
33157,33158,C28,4400,Owned,Individual,73,73,No,X2,8.0,3.0,21,16940.0,0
33158,33159,C1,3730,Rented,Individual,25,25,No,X2,3.0,4.0,5,10608.0,0
33159,33160,C1,410,Owned,Individual,58,58,No,X3,3.0,3.0,5,16828.0,0
33160,33161,C1,5,Owned,Individual,54,54,No,X1,6.0,3.0,16,14040.0,0
33161,33162,C5,788,Owned,Individual,70,70,No,,12.0,2.0,15,18930.0,1
33162,33163,C11,374,Owned,Individual,49,49,No,X1,1.0,1.0,22,13824.0,0
33163,33164,C2,937,Owned,Individual,70,70,No,X2,7.0,3.0,22,21312.0,0
33165,33166,C16,40,Rented,Individual,34,34,No,X1,6.0,2.0,22,9600.0,0
33166,33167,C1,3088,Rented,Individual,39,39,No,,1.0,1.0,19,11920.0,1
33171,33172,C15,2109,Rented,Joint,40,32,Yes,X2,4.0,2.0,17,16256.0,0
33173,33174,C2,1227,Owned,Individual,55,55,No,,14.0,2.0,14,13560.0,1
33174,33175,C4,1417,Owned,Joint,40,39,Yes,X1,14.0,3.0,9,16940.0,0
33175,33176,C16,309,Owned,Individual,75,75,No,X2,2.0,1.0,8,20128.0,0
33176,33177,C10,224,Owned,Individual,61,61,No,X1,5.0,4.0,22,17668.0,0
33177,33178,C9,6092,Rented,Individual,68,68,No,X6,14.0,1.0,13,17472.0,0
33179,33180,C9,296,Owned,Joint,38,16,No,X2,7.0,2.0,2,15048.0,0
33181,33182,C13,687,Owned,Individual,33,33,No,X2,2.0,1.0,10,7728.0,1
33182,33183,C1,1920,Owned,Individual,45,45,No,,14.0,4.0,22,11520.0,1
33185,33186,C15,1459,Rented,Individual,23,23,No,X2,2.0,3.0,20,7270.0,0
33188,33189,C4,96,Owned,Individual,40,40,No,X1,2.0,4.0,22,11640.0,0
33189,33190,C2,2850,Rented,Individual,27,27,No,X1,3.0,3.0,18,11646.0,1
33190,33191,C15,837,Owned,Individual,68,68,No,X3,14.0,1.0,19,16464.0,0
33191,33192,C1,3959,Owned,Joint,51,39,Yes,X2,3.0,3.0,21,24315.2,0
33192,33193,C24,2926,Owned,Joint,57,52,Yes,X2,6.0,1.0,20,21456.0,1
33194,33195,C12,1301,Rented,Individual,23,23,No,X2,2.0,3.0,16,10352.0,0
33197,33198,C4,1466,Owned,Individual,28,28,No,X4,1.0,3.0,18,4968.0,1
33198,33199,C14,1537,Owned,Individual,51,51,No,,4.0,3.0,21,14232.0,1
33202,33203,C6,178,Rented,Individual,53,53,No,X2,1.0,1.0,13,15144.0,1
33204,33205,C17,4853,Owned,Individual,62,62,No,X6,6.0,3.0,1,15904.0,0
33206,33207,C24,2038,Owned,Joint,41,33,Yes,X4,2.0,3.0,15,22032.0,0
33207,33208,C2,2672,Rented,Individual,25,25,No,X1,1.0,4.0,3,5400.0,0
33209,33210,C8,487,Owned,Individual,44,44,No,X1,3.0,3.0,18,9216.0,1
33210,33211,C1,886,Owned,Individual,64,64,No,X3,1.0,3.0,20,21920.0,0
33212,33213,C24,5348,Owned,Joint,35,30,Yes,X2,3.0,2.0,20,22070.4,0
33213,33214,C2,1738,Owned,Individual,47,47,No,X1,2.0,3.0,18,11538.0,0
33214,33215,C1,819,Owned,Individual,47,47,No,X4,14.0,3.0,18,16080.0,1
33217,33218,C16,2981,Rented,Individual,65,65,No,X4,13.0,2.0,16,22610.0,0
33218,33219,C6,143,Rented,Individual,65,65,No,X1,14.0,3.0,21,17730.0,0
33219,33220,C15,553,Owned,Individual,35,35,No,X5,2.0,3.0,21,9952.0,0
33220,33221,C3,2772,Owned,Individual,49,49,No,X2,1.0,3.0,21,10064.0,0
33221,33222,C28,4277,Rented,Individual,61,61,No,,,,2,16900.0,1
33222,33223,C14,1111,Rented,Individual,28,28,No,X2,,,12,8414.0,1
33223,33224,C19,334,Owned,Individual,64,64,No,X2,9.0,1.0,19,15522.0,0
33224,33225,C1,32,Rented,Individual,27,27,No,X3,5.0,3.0,5,10864.0,0
33225,33226,C4,1976,Rented,Individual,46,46,No,X5,1.0,1.0,16,10192.0,1
33226,33227,C1,622,Rented,Individual,53,53,No,X1,3.0,1.0,16,17628.0,1
33227,33228,C14,471,Rented,Individual,34,34,No,X1,2.0,1.0,21,10048.0,0
33230,33231,C3,83,Rented,Individual,32,32,No,,6.0,2.0,16,13380.0,1
33233,33234,C12,4519,Rented,Individual,37,37,No,X1,5.0,2.0,12,11940.0,0
33234,33235,C18,1502,Owned,Individual,66,66,No,X1,,,15,18870.0,1
33235,33236,C1,279,Owned,Individual,70,70,No,X1,2.0,4.0,22,19470.0,0
33236,33237,C1,268,Owned,Individual,24,24,No,X2,4.0,2.0,21,7170.0,0
33237,33238,C6,2173,Rented,Individual,19,19,No,X2,,,20,9632.0,1
33239,33240,C33,657,Owned,Individual,72,72,No,X1,6.0,3.0,14,17544.0,0
33241,33242,C2,5123,Owned,Individual,60,60,No,X2,4.0,1.0,17,20416.0,1
33242,33243,C19,3438,Owned,Individual,32,32,No,X3,11.0,4.0,19,11412.0,0
33246,33247,C5,3857,Owned,Individual,30,30,No,,,,5,10464.0,1
33248,33249,C9,103,Owned,Individual,45,45,No,X6,8.0,3.0,22,15210.0,0
33249,33250,C19,3990,Rented,Individual,32,32,No,X4,3.0,2.0,1,9456.0,0
33250,33251,C2,2824,Rented,Individual,48,48,No,X1,1.0,3.0,18,15288.0,1
33252,33253,C20,429,Owned,Individual,30,30,No,X1,,,6,10242.0,1
33254,33255,C1,125,Rented,Individual,28,28,No,X1,5.0,2.0,20,11358.0,0
33261,33262,C2,1155,Owned,Individual,55,55,No,X2,4.0,4.0,21,15600.0,0
33263,33264,C1,1587,Owned,Individual,49,49,No,X2,2.0,2.0,20,11680.0,0
33265,33266,C6,202,Rented,Joint,28,26,Yes,X1,6.0,3.0,2,6732.0,0
33266,33267,C1,987,Rented,Individual,28,28,No,X2,8.0,3.0,19,6480.0,0
33267,33268,C1,4384,Owned,Joint,70,66,Yes,X4,3.0,3.0,16,29376.0,0
33268,33269,C23,140,Rented,Individual,43,43,No,X1,14.0,2.0,21,15096.0,0
33272,33273,C1,1527,Owned,Individual,45,45,No,X4,14.0,3.0,16,12220.0,0
33273,33274,C2,2859,Rented,Individual,74,74,No,,14.0,4.0,17,20512.0,1
33276,33277,C18,3367,Rented,Individual,58,58,No,X1,1.0,1.0,19,14762.0,1
33277,33278,C5,280,Owned,Joint,54,24,No,X1,,,21,20610.0,1
33283,33284,C2,4467,Rented,Individual,44,44,No,X2,9.0,2.0,13,9952.0,0
33284,33285,C2,14,Rented,Joint,32,30,Yes,X2,10.0,1.0,21,21510.0,0
33286,33287,C18,1502,Rented,Individual,66,66,No,X2,3.0,3.0,18,19200.0,0
33289,33290,C25,4626,Rented,Individual,24,24,No,X3,1.0,3.0,1,8160.0,0
33290,33291,C1,466,Owned,Individual,68,68,No,X3,14.0,3.0,21,20808.0,0
33292,33293,C1,676,Owned,Individual,57,57,No,X4,,,8,13300.0,1
33293,33294,C2,3650,Owned,Individual,75,75,No,X1,14.0,3.0,21,21376.0,1
33296,33297,C2,3190,Rented,Individual,23,23,No,,,,14,5820.0,1
33298,33299,C3,1485,Owned,Individual,34,34,No,X1,2.0,1.0,2,9360.0,0
33299,33300,C10,2520,Rented,Individual,45,45,No,X1,4.0,1.0,18,17160.0,0
33302,33303,C11,374,Owned,Joint,53,40,Yes,X2,,,15,19584.0,1
33303,33304,C6,2314,Rented,Joint,39,38,Yes,X4,,,21,17596.8,1
33304,33305,C6,2990,Owned,Individual,49,49,No,X5,4.0,2.0,20,10560.0,0
33305,33306,C4,2236,Rented,Individual,26,26,No,X1,1.0,3.0,17,9968.0,0
33306,33307,C17,3295,Rented,Individual,31,31,No,X4,7.0,2.0,14,9264.0,1
33308,33309,C1,4030,Owned,Joint,75,41,Yes,X3,14.0,4.0,22,25244.8,0
33309,33310,C9,3647,Rented,Individual,24,24,No,X1,3.0,2.0,4,10608.0,0
33311,33312,C8,2042,Owned,Individual,54,54,No,X1,14.0,3.0,17,13992.0,0
33313,33314,C4,688,Owned,Joint,46,17,Yes,X1,1.0,1.0,8,20160.0,0
33314,33315,C3,2487,Owned,Individual,52,52,No,,2.0,3.0,20,17472.0,1
33315,33316,C26,2326,Rented,Individual,52,52,No,X1,,,12,14784.0,1
33318,33319,C19,2761,Owned,Joint,63,62,Yes,X1,14.0,2.0,16,24822.0,0
33319,33320,C9,3877,Rented,Individual,20,20,No,,,,22,7776.0,1
33322,33323,C7,1222,Owned,Joint,59,47,Yes,X1,,,15,22422.4,1
33324,33325,C4,1466,Owned,Individual,40,40,No,X1,3.0,1.0,18,14454.0,0
33325,33326,C3,55,Owned,Individual,69,69,No,X3,9.0,1.0,19,16828.0,1
33326,33327,C2,353,Rented,Individual,24,24,No,X3,4.0,3.0,22,7932.0,0
33329,33330,C2,3214,Rented,Individual,50,50,No,X3,11.0,2.0,22,14476.0,0
33330,33331,C2,1814,Owned,Individual,37,37,No,X4,6.0,4.0,3,8112.0,0
33331,33332,C2,867,Owned,Joint,61,59,Yes,X1,14.0,3.0,22,21604.8,1
33333,33334,C3,1691,Owned,Individual,69,69,No,X2,7.0,3.0,10,18592.0,0
33335,33336,C2,1480,Rented,Individual,22,22,No,X3,1.0,2.0,17,6980.0,1
33337,33338,C4,308,Rented,Individual,27,27,No,X2,5.0,3.0,15,5890.0,1
33338,33339,C3,265,Owned,Joint,45,38,Yes,X2,12.0,1.0,1,23751.0,0
33339,33340,C12,427,Rented,Individual,29,29,No,X4,,,16,9240.0,1
33340,33341,C7,2581,Owned,Joint,62,60,Yes,,,,22,29568.0,1
33346,33347,C6,891,Rented,Individual,28,28,No,,4.0,3.0,21,8076.0,1
33348,33349,C8,3063,Owned,Joint,70,64,Yes,X4,1.0,3.0,2,24240.0,0
33351,33352,C18,276,Rented,Joint,44,17,No,,,,16,17494.4,1
33352,33353,C2,3819,Rented,Individual,41,41,No,X3,13.0,2.0,14,13948.0,0
33355,33356,C4,1638,Rented,Joint,63,62,Yes,X1,,,22,32512.0,1
33358,33359,C10,1456,Owned,Individual,24,24,No,X4,,,18,6620.0,1
33360,33361,C27,1059,Owned,Individual,44,44,No,X1,2.0,3.0,21,9002.0,0
33364,33365,C2,3360,Owned,Individual,69,69,No,X3,4.0,3.0,18,20480.0,0
33366,33367,C20,170,Owned,Individual,43,43,No,,14.0,3.0,18,13160.0,1
33369,33370,C3,1343,Rented,Individual,67,67,No,X2,13.0,1.0,16,21664.0,0
33371,33372,C9,296,Owned,Individual,63,63,No,X5,3.0,3.0,4,18976.0,0
33373,33374,C1,4906,Rented,Individual,60,60,No,X2,2.0,3.0,18,15938.0,0
33374,33375,C1,68,Rented,Individual,52,52,No,X1,3.0,2.0,17,14652.0,1
33376,33377,C4,2923,Rented,Individual,38,38,No,X1,3.0,1.0,15,11980.0,1
33377,33378,C4,7,Rented,Individual,49,49,No,X4,2.0,1.0,2,10760.0,0
33379,33380,C1,2343,Owned,Individual,65,65,No,X4,4.0,3.0,19,18336.0,0
33380,33381,C3,1821,Owned,Individual,26,26,No,X4,,,21,7320.0,1
33381,33382,C9,1927,Rented,Individual,27,27,No,X2,2.0,1.0,22,12114.0,0
33382,33383,C1,1244,Owned,Individual,72,72,No,X4,14.0,3.0,7,18080.0,0
33384,33385,C13,749,Owned,Individual,40,40,No,X2,10.0,3.0,18,13944.0,0
33385,33386,C8,350,Rented,Individual,24,24,No,X1,1.0,2.0,13,8960.0,0
33386,33387,C12,2297,Owned,Joint,75,68,Yes,X4,1.0,3.0,17,25914.0,0
33387,33388,C1,1600,Owned,Individual,75,75,No,X4,9.0,4.0,22,18592.0,1
33388,33389,C6,1602,Owned,Individual,52,52,No,X2,11.0,3.0,18,10890.0,1
33390,33391,C15,768,Owned,Individual,43,43,No,X4,14.0,3.0,22,8764.0,1
33392,33393,C25,836,Owned,Joint,64,51,Yes,,2.0,3.0,18,27216.0,1
33395,33396,C3,4002,Rented,Individual,28,28,No,X3,2.0,1.0,16,8806.0,0
33397,33398,C8,5176,Rented,Individual,24,24,No,X3,4.0,3.0,18,5176.0,0
33398,33399,C3,4894,Owned,Joint,52,26,No,X2,2.0,1.0,22,28579.2,1
33399,33400,C2,646,Rented,Individual,43,43,No,X4,2.0,3.0,22,15100.0,1
33402,33403,C15,3330,Rented,Individual,21,21,No,X4,1.0,3.0,12,3786.0,1
33403,33404,C1,180,Owned,Individual,33,33,No,X4,,,19,9226.0,1
33404,33405,C7,3031,Owned,Individual,27,27,No,X2,3.0,1.0,22,12222.0,0
33405,33406,C29,4102,Owned,Individual,75,75,No,X3,2.0,4.0,22,20988.0,1
33407,33408,C8,635,Owned,Individual,75,75,No,X2,9.0,3.0,18,22824.0,0
33410,33411,C2,632,Owned,Individual,29,29,No,,,,20,5528.0,1
33411,33412,C6,795,Owned,Individual,54,54,No,,1.0,1.0,14,16520.0,1
33412,33413,C4,308,Owned,Individual,43,43,No,X1,3.0,3.0,18,9104.0,0
33414,33415,C7,887,Owned,Individual,38,38,No,X6,,,13,6468.0,1
33415,33416,C13,3460,Rented,Individual,48,48,No,,,,13,14846.0,1
33418,33419,C2,1738,Rented,Individual,25,25,No,X1,2.0,3.0,18,5080.0,0
33419,33420,C15,5957,Rented,Individual,52,52,No,X3,6.0,1.0,12,14688.0,1
33423,33424,C2,412,Rented,Individual,31,31,No,X2,6.0,1.0,22,14140.0,0
33424,33425,C8,144,Rented,Individual,22,22,No,X3,1.0,4.0,22,6630.0,0
33427,33428,C2,2422,Rented,Individual,44,44,No,,,,22,14938.0,1
33430,33431,C2,1160,Owned,Joint,63,61,Yes,X1,7.0,3.0,11,28627.2,0
33431,33432,C17,818,Rented,Individual,53,53,No,X1,7.0,1.0,16,12740.0,0
33432,33433,C13,718,Owned,Individual,41,41,No,X1,,,15,13080.0,1
33433,33434,C1,2104,Rented,Joint,51,16,No,X2,5.0,3.0,18,20490.0,1
33434,33435,C19,733,Rented,Individual,37,37,No,X1,1.0,1.0,12,12300.0,0
33435,33436,C8,1813,Owned,Individual,59,59,No,X1,8.0,3.0,18,14160.0,0
33438,33439,C1,3341,Rented,Joint,32,29,Yes,X3,3.0,1.0,22,11659.2,0
33439,33440,C2,74,Owned,Individual,47,47,No,X3,4.0,3.0,3,14014.0,0
33441,33442,C24,5406,Owned,Joint,68,61,Yes,X2,1.0,4.0,1,26145.0,0
33442,33443,C12,3474,Rented,Individual,32,32,No,X2,3.0,3.0,21,11700.0,0
33443,33444,C9,671,Owned,Individual,62,62,No,X1,9.0,3.0,22,12980.0,1
33444,33445,C21,4673,Rented,Individual,26,26,No,X2,1.0,1.0,18,7140.0,0
33446,33447,C16,395,Rented,Joint,46,40,Yes,X1,2.0,1.0,13,17424.0,0
33451,33452,C4,1237,Owned,Individual,60,60,No,X2,3.0,3.0,22,15680.0,0
33452,33453,C15,2368,Owned,Individual,28,28,No,X2,3.0,1.0,22,10304.0,0
33454,33455,C20,522,Rented,Joint,39,29,Yes,X1,4.0,1.0,17,9912.0,0
33456,33457,C22,331,Owned,Individual,31,31,No,X2,2.0,1.0,18,13820.0,0
33458,33459,C21,5206,Rented,Individual,33,33,No,X4,4.0,1.0,17,14640.0,1
33459,33460,C35,2719,Owned,Individual,34,34,No,X3,8.0,4.0,17,7680.0,0
33460,33461,C2,4702,Owned,Individual,36,36,No,X5,11.0,3.0,15,7416.0,0
33461,33462,C7,594,Owned,Joint,44,42,Yes,X2,3.0,1.0,15,15930.0,1
33463,33464,C2,307,Rented,Individual,41,41,No,X4,,,22,9898.0,1
33468,33469,C11,53,Rented,Individual,75,75,No,X2,14.0,4.0,21,23560.0,0
33470,33471,C8,1326,Owned,Individual,67,67,No,X2,7.0,3.0,18,22270.0,1
33472,33473,C2,2672,Rented,Joint,29,26,Yes,X3,7.0,3.0,3,16755.2,0
33474,33475,C5,1469,Owned,Individual,70,70,No,X4,4.0,3.0,21,22208.0,0
33475,33476,C1,3720,Owned,Joint,69,57,Yes,X1,5.0,2.0,21,28464.0,0
33476,33477,C17,328,Owned,Joint,52,21,Yes,X4,3.0,2.0,22,21440.0,1
33477,33478,C10,45,Owned,Individual,44,44,No,X3,2.0,3.0,16,11376.0,0
33478,33479,C23,574,Owned,Individual,51,51,No,X1,3.0,2.0,21,15860.0,0
33479,33480,C24,1935,Owned,Individual,70,70,No,,,,18,21664.0,1
33480,33481,C3,2193,Rented,Individual,63,63,No,X3,14.0,2.0,18,15120.0,0
33481,33482,C15,666,Owned,Individual,75,75,No,X6,14.0,2.0,14,17360.0,0
33482,33483,C16,3471,Rented,Joint,48,42,Yes,X4,10.0,1.0,20,17091.0,0
33484,33485,C8,2766,Rented,Individual,37,37,No,X6,5.0,3.0,20,8028.0,0
33485,33486,C18,1161,Rented,Individual,37,37,No,X2,2.0,1.0,2,9864.0,0
33486,33487,C11,3070,Rented,Individual,75,75,No,X3,14.0,1.0,2,17880.0,1
33487,33488,C34,67,Rented,Individual,52,52,No,X1,5.0,2.0,6,17304.0,0
33488,33489,C33,5461,Owned,Joint,57,18,Yes,,11.0,1.0,2,19833.0,1
33489,33490,C2,3315,Owned,Individual,25,25,No,X8,1.0,3.0,14,6260.0,0
33490,33491,C2,1215,Owned,Individual,23,23,No,X3,3.0,3.0,18,3816.0,0
33492,33493,C1,327,Rented,Individual,27,27,No,X1,,,17,4952.0,1
33493,33494,C3,1105,Owned,Individual,45,45,No,X2,2.0,3.0,22,17550.0,0
33494,33495,C2,1428,Owned,Individual,39,39,No,X4,2.0,3.0,11,6888.0,0
33498,33499,C2,771,Rented,Individual,25,25,No,X2,,,3,10688.0,1
33499,33500,C3,2955,Owned,Individual,66,66,No,X6,10.0,1.0,19,16152.0,0
33501,33502,C1,4,Rented,Individual,27,27,No,X2,,,20,5128.0,1
33502,33503,C2,849,Owned,Joint,43,19,No,X3,14.0,3.0,11,15478.4,0
33503,33504,C12,4469,Owned,Individual,75,75,No,X1,4.0,4.0,6,24282.0,0
33504,33505,C1,1340,Owned,Individual,73,73,No,X3,12.0,1.0,19,20876.0,0
33507,33508,C1,4637,Rented,Individual,24,24,No,X4,1.0,4.0,18,5312.0,0
33509,33510,C12,1052,Owned,Individual,66,66,No,X1,14.0,3.0,18,14544.0,0
33510,33511,C12,585,Rented,Joint,54,33,No,X2,,,12,27930.0,1
33511,33512,C1,205,Owned,Individual,73,73,No,X4,14.0,4.0,17,20700.0,1
33512,33513,C1,16,Rented,Joint,43,18,No,,10.0,3.0,22,26956.8,1
33514,33515,C16,2530,Owned,Joint,72,19,Yes,X2,14.0,3.0,1,25001.6,0
33515,33516,C3,265,Owned,Individual,58,58,No,X1,14.0,3.0,18,18760.0,0
33516,33517,C2,4216,Owned,Individual,54,54,No,X2,14.0,3.0,3,12618.0,0
33517,33518,C21,4222,Owned,Individual,43,43,No,X4,1.0,1.0,2,11070.0,0
33518,33519,C23,4972,Owned,Joint,51,44,Yes,X1,14.0,1.0,21,24486.0,1
33520,33521,C18,1773,Owned,Individual,35,35,No,X4,14.0,1.0,22,8372.0,0
33522,33523,C12,828,Rented,Individual,23,23,No,X2,2.0,1.0,22,5360.0,0
33523,33524,C23,1166,Rented,Individual,59,59,No,X1,1.0,3.0,14,11560.0,1
33524,33525,C33,4421,Rented,Individual,34,34,No,X2,4.0,1.0,1,10224.0,0
33525,33526,C11,4836,Rented,Individual,27,27,No,X2,2.0,1.0,20,11952.0,0
33526,33527,C8,2042,Rented,Individual,75,75,No,X4,14.0,2.0,13,17024.0,0
33529,33530,C4,1015,Rented,Individual,23,23,No,X1,,,15,7068.0,1
33531,33532,C4,191,Owned,Individual,37,37,No,X1,3.0,1.0,9,12880.0,0
33537,33538,C23,770,Rented,Individual,22,22,No,,,,17,8628.0,1
33539,33540,C24,4204,Owned,Individual,51,51,No,,,,16,13574.0,1
33540,33541,C9,3904,Owned,Individual,51,51,No,X1,2.0,3.0,5,16800.0,1
33543,33544,C3,2511,Owned,Individual,42,42,No,X1,4.0,4.0,17,14904.0,0
33545,33546,C1,6,Owned,Individual,42,42,No,X2,,,18,13750.0,1
33546,33547,C1,32,Owned,Individual,59,59,No,X3,14.0,1.0,16,15652.0,0
33547,33548,C1,4333,Owned,Individual,75,75,No,X3,,,19,21318.0,1
33548,33549,C4,1367,Rented,Individual,33,33,No,X5,,,22,8652.0,1
33549,33550,C1,3014,Rented,Individual,57,57,No,X7,4.0,3.0,20,15598.0,1
33550,33551,C8,1886,Owned,Individual,43,43,No,X1,13.0,3.0,22,10908.0,1
33552,33553,C14,1882,Rented,Joint,51,29,Yes,X6,5.0,1.0,19,27238.4,0
33555,33556,C1,3626,Rented,Individual,59,59,No,X2,6.0,1.0,5,16510.0,0
33556,33557,C16,1122,Owned,Individual,44,44,No,X4,6.0,2.0,20,13968.0,0
33557,33558,C3,3343,Owned,Joint,43,40,Yes,X2,14.0,4.0,9,23220.0,1
33560,33561,C2,1082,Owned,Individual,40,40,No,,,,22,10512.0,1
33561,33562,C10,1253,Owned,Individual,45,45,No,X2,,,12,14820.0,1
33563,33564,C13,994,Rented,Joint,22,20,Yes,X1,1.0,1.0,16,6297.6,0
33564,33565,C1,2217,Owned,Individual,60,60,No,X5,3.0,3.0,21,18060.0,0
33566,33567,C15,692,Owned,Individual,46,46,No,X3,4.0,1.0,12,15600.0,0
33570,33571,C8,1157,Rented,Individual,65,65,No,X1,7.0,3.0,22,15600.0,0
33571,33572,C2,165,Rented,Individual,33,33,No,X4,7.0,3.0,22,7060.0,1
33574,33575,C11,175,Owned,Individual,64,64,No,X3,14.0,1.0,19,14016.0,1
33576,33577,C9,703,Rented,Individual,35,35,No,X1,6.0,3.0,15,7574.0,1
33581,33582,C10,206,Owned,Individual,70,70,No,X1,1.0,2.0,17,25776.0,0
33583,33584,C6,2321,Rented,Individual,74,74,No,X1,,,4,20268.0,1
33584,33585,C24,2017,Owned,Individual,75,75,No,X1,4.0,1.0,22,21996.0,1
33585,33586,C4,1008,Owned,Joint,49,17,Yes,X3,7.0,3.0,18,19209.6,0
33586,33587,C19,1806,Owned,Joint,28,26,Yes,X4,1.0,4.0,1,8925.0,0
33587,33588,C3,797,Rented,Individual,37,37,No,X2,3.0,2.0,16,8540.0,0
33588,33589,C4,198,Rented,Individual,34,34,No,X4,3.0,3.0,21,10480.0,0
33589,33590,C33,1179,Rented,Joint,58,46,Yes,X3,,,17,23001.6,1
33590,33591,C1,3257,Owned,Individual,66,66,No,X3,10.0,4.0,17,16800.0,0
33593,33594,C2,5271,Owned,Joint,55,54,Yes,X1,4.0,4.0,15,21952.0,0
33594,33595,C5,3533,Owned,Individual,62,62,No,X2,14.0,2.0,1,15548.0,0
33596,33597,C11,1011,Owned,Individual,59,59,No,X5,14.0,3.0,18,13288.0,0
33597,33598,C9,418,Owned,Individual,31,31,No,X4,3.0,3.0,4,11412.0,0
33598,33599,C1,616,Rented,Joint,53,25,No,X2,9.0,3.0,5,17913.6,1
33599,33600,C1,369,Owned,Individual,71,71,No,X2,6.0,2.0,7,22824.0,0
33600,33601,C10,1687,Rented,Individual,75,75,No,X3,1.0,3.0,16,28728.0,0
33601,33602,C21,5064,Owned,Individual,68,68,No,X1,13.0,1.0,13,18090.0,0
33602,33603,C3,3029,Owned,Joint,34,28,Yes,X2,5.0,3.0,21,13260.8,0
33604,33605,C2,5680,Owned,Individual,75,75,No,X1,7.0,3.0,21,18720.0,0
33605,33606,C2,489,Rented,Individual,23,23,No,X1,3.0,3.0,18,10512.0,0
33606,33607,C2,4665,Owned,Individual,34,34,No,X5,8.0,1.0,21,11844.0,1
33607,33608,C10,405,Owned,Individual,62,62,No,,1.0,3.0,17,15456.0,1
33609,33610,C3,2845,Rented,Individual,21,21,No,X2,1.0,4.0,2,10656.0,0
33610,33611,C2,3574,Rented,Individual,29,29,No,X2,1.0,2.0,1,5800.0,0
33611,33612,C1,270,Owned,Joint,49,19,Yes,X1,14.0,3.0,5,26013.0,0
33616,33617,C1,300,Owned,Individual,75,75,No,X4,14.0,4.0,17,19260.0,0
33617,33618,C3,250,Rented,Individual,22,22,No,X2,2.0,1.0,15,10304.0,1
33618,33619,C11,3692,Owned,Joint,55,51,Yes,X4,2.0,2.0,20,19456.0,1
33619,33620,C1,644,Owned,Individual,60,60,No,,,,5,15096.0,1
33620,33621,C25,4295,Owned,Individual,75,75,No,X1,4.0,1.0,15,21744.0,1
33622,33623,C2,2013,Owned,Individual,63,63,No,X3,14.0,3.0,14,20544.0,0
33623,33624,C5,1232,Rented,Individual,58,58,No,X1,2.0,3.0,21,18116.0,0
33625,33626,C6,2609,Owned,Individual,67,67,No,X1,14.0,4.0,6,15964.0,0
33626,33627,C3,679,Owned,Joint,55,20,No,X6,2.0,4.0,14,22176.0,0
33632,33633,C7,2330,Owned,Joint,47,38,Yes,X1,10.0,3.0,21,20340.0,0
33633,33634,C15,2109,Rented,Individual,31,31,No,X5,7.0,3.0,1,5470.0,0
33635,33636,C1,3705,Owned,Individual,32,32,No,X3,6.0,2.0,20,10944.0,1
33636,33637,C2,638,Owned,Individual,75,75,No,,2.0,4.0,17,23544.0,1
33638,33639,C10,2680,Owned,Joint,35,32,Yes,X1,2.0,1.0,2,18846.0,0
33641,33642,C2,1834,Owned,Individual,45,45,No,X3,,,22,12320.0,1
33642,33643,C24,2347,Rented,Individual,47,47,No,X2,2.0,1.0,2,10352.0,1
33643,33644,C1,134,Rented,Individual,30,30,No,X3,1.0,3.0,8,9184.0,1
33645,33646,C2,444,Owned,Joint,72,68,Yes,X1,5.0,3.0,11,34938.0,0
33650,33651,C27,2826,Owned,Individual,43,43,No,X4,5.0,3.0,10,8470.0,1
33651,33652,C4,294,Rented,Individual,75,75,No,X1,3.0,2.0,18,20512.0,0
33652,33653,C24,1894,Owned,Individual,75,75,No,X3,2.0,3.0,1,17910.0,0
33653,33654,C3,230,Rented,Individual,35,35,No,X1,7.0,4.0,17,15268.0,1
33654,33655,C4,96,Rented,Individual,24,24,No,X1,2.0,1.0,22,4032.0,0
33655,33656,C15,2011,Owned,Individual,51,51,No,X5,4.0,1.0,12,11900.0,0
33656,33657,C1,2713,Rented,Individual,28,28,No,,,,12,11088.0,1
33657,33658,C15,885,Owned,Individual,70,70,No,X1,14.0,4.0,21,17730.0,0
